latitude,longitude,time
+43.45827,+1.57129,1265842326
+43.45802,+1.57161,1265842446
+43.45826,+1.57184,1265842866
+43.45837,+1.57211,1265842926
+43.45843,+1.57198,1265843046
+43.45854,+1.57233,1265843166
+43.45862,+1.57201,1265843286
+43.45794,+1.57191,1265843406
+43.45838,+1.57180,1265843586
+43.45831,+1.57161,1265843646
+43.45830,+1.57166,1265843706
+43.45839,+1.57154,1265843766
+43.45842,+1.57164,1265843826
+43.45837,+1.57157,1265843886
+43.45833,+1.57153,1265843946
+43.45840,+1.57158,1265844006
+43.45844,+1.57167,1265844066
+43.45846,+1.57179,1265844126
+43.45840,+1.57171,1265844186
+43.45831,+1.57172,1265844246
+43.45841,+1.57178,1265844306
+43.45843,+1.57186,1265844366
+43.45839,+1.57180,1265844426
+43.45838,+1.57189,1265844486
+43.45836,+1.57186,1265844546
+43.45839,+1.57182,1265844606
+43.45855,+1.57179,1265844666
+43.45852,+1.57170,1265844726
+43.45849,+1.57173,1265844786
+43.45836,+1.57155,1265844846
+43.45845,+1.57165,1265844906
+43.45839,+1.57170,1265844966
+43.45831,+1.57159,1265845026
+43.45824,+1.57167,1265845086
+43.45842,+1.57156,1265845146
+43.45840,+1.57172,1265845206
+43.45830,+1.57168,1265845266
+43.45828,+1.57182,1265845326
+43.45825,+1.57177,1265845386
+43.45833,+1.57181,1265845446
+43.45839,+1.57175,1265845506
+43.45838,+1.57177,1265845566
+43.45819,+1.57143,1265845626
+43.45813,+1.57168,1265845686
+43.45828,+1.57140,1265845746
+43.45830,+1.57144,1265845806
+43.45848,+1.57169,1265845866
+43.45836,+1.57169,1265845926
+43.45830,+1.57165,1265845986
+43.45830,+1.57168,1265846046
+43.45856,+1.57146,1265846106
+43.45843,+1.57169,1265846166
+43.45836,+1.57176,1265846226
+43.45838,+1.57172,1265846286
+43.45840,+1.57189,1265846346
+43.45853,+1.57169,1265846406
+43.45856,+1.57171,1265846466
+43.45849,+1.57161,1265846526
+43.45842,+1.57176,1265846586
+43.45839,+1.57174,1265846646
+43.45834,+1.57169,1265846706
+43.45832,+1.57170,1265846766
+43.45829,+1.57173,1265846826
+43.45847,+1.57182,1265846886
+43.45831,+1.57185,1265846946
+43.45841,+1.57170,1265847006
+43.45838,+1.57173,1265847066
+43.45838,+1.57174,1265847126
+43.45841,+1.57181,1265847186
+43.45851,+1.57180,1265847246
+43.45849,+1.57180,1265847306
+43.45839,+1.57174,1265847366
+43.45842,+1.57171,1265847426
+43.45848,+1.57164,1265847486
+43.45845,+1.57172,1265847546
+43.45834,+1.57174,1265847606
+43.45848,+1.57169,1265847666
+43.45848,+1.57156,1265847726
+43.45834,+1.57178,1265847786
+43.45834,+1.57194,1265847846
+43.45835,+1.57192,1265847906
+43.45854,+1.57185,1265847966
+43.45859,+1.57179,1265848026
+43.45841,+1.57202,1265848086
+43.45826,+1.57166,1265848146
+43.45827,+1.57177,1265848206
+43.45840,+1.57154,1265848266
+43.45840,+1.57162,1265848326
+43.45838,+1.57175,1265848386
