latitude,longitude,time
+43.45841,+1.57171,1265848446
+43.45845,+1.57166,1265848506
+43.45833,+1.57167,1265848566
+43.45837,+1.57155,1265848626
+43.45833,+1.57163,1265848686
+43.45842,+1.57155,1265848746
+43.45836,+1.57163,1265848806
+43.45836,+1.57170,1265848866
+43.45849,+1.57170,1265848926
+43.45866,+1.57170,1265848986
+43.45836,+1.57178,1265849046
+43.45837,+1.57173,1265849106
+43.45840,+1.57166,1265849006
+43.45840,+1.57170,1265849186
+43.45839,+1.57170,1265849246
+43.45829,+1.57158,1265849306
+43.45833,+1.57172,1265849366
+43.45846,+1.57175,1265849426
+43.45852,+1.57181,1265849486
+43.45858,+1.57180,1265849546
+43.45854,+1.57180,1265849606
+43.45847,+1.57162,1265849666
+43.45772,+1.57204,1265849726
+43.45826,+1.57183,1265849786
+43.45831,+1.57173,1265850007
+43.45829,+1.57166,1265850067
+43.45844,+1.57169,1265850127
+43.45854,+1.57170,1265850187
+43.45856,+1.57173,1265850247
+43.45836,+1.57168,1265850307
+43.45810,+1.57162,1265850367
+43.45823,+1.57169,1265850427
+43.45823,+1.57165,1265850487
+43.45804,+1.57149,1265850547
+43.45800,+1.57172,1265850607
+43.45813,+1.57172,1265850667
+43.45784,+1.57181,1265850727
+43.45829,+1.57168,1265850787
+43.45801,+1.57173,1265850847
+43.45824,+1.57176,1265850907
+43.45847,+1.57176,1265850967
+43.45843,+1.57166,1265851027
+43.45839,+1.57161,1265851087
+43.45850,+1.57155,1265851147
+43.45862,+1.57155,1265851207
+43.45854,+1.57156,1265851267
+43.45845,+1.57166,1265851327
+43.45843,+1.57162,1265851387
+43.45826,+1.57168,1265851447
+43.45836,+1.57167,1265851507
+43.45840,+1.57194,1265851567
+43.45839,+1.57166,1265851627
+43.45819,+1.57142,1265851687
+43.45823,+1.57154,1265851747
+43.45829,+1.57161,1265851807
+43.45834,+1.57165,1265851867
+43.45832,+1.57173,1265851927
+43.45834,+1.57171,1265851987
+43.45835,+1.57170,1265852047
+43.45835,+1.57170,1265852107
+43.45830,+1.57167,1265852167
+43.45864,+1.57135,1265852227
+43.45824,+1.57164,1265852287
+43.45823,+1.57160,1265852347
+43.45832,+1.57163,1265852407
+43.45833,+1.57174,1265852467
+43.45880,+1.57177,1265852527
+43.45877,+1.57181,1265852587
+43.45881,+1.57159,1265852647
+43.45877,+1.57183,1265852707
+43.45881,+1.57174,1265852767
+43.45867,+1.57171,1265852827
+43.45854,+1.57173,1265852887
+43.45831,+1.57093,1265852947
+43.45827,+1.57118,1265853067
+43.45843,+1.57163,1265853127
+43.45871,+1.57161,1265853187
+43.45849,+1.57176,1265853247
+43.45839,+1.57167,1265853307
+43.45841,+1.57180,1265853367
+43.45847,+1.57193,1265853427
+43.45840,+1.57187,1265853487
+43.45829,+1.57165,1265853547
+43.45837,+1.57170,1265853607
+43.45839,+1.57161,1265853667
+43.45848,+1.57187,1265853727
+43.45841,+1.57162,1265853787
+43.45836,+1.57169,1265853847
+43.45836,+1.57173,1265853907
+43.45843,+1.57176,1265853967
+43.45841,+1.57186,1265854027
+43.45843,+1.57169,1265854087
+43.45838,+1.57180,1265854147
+43.45842,+1.57177,1265854207
+43.45847,+1.57179,1265854267
+43.45862,+1.57182,1265854327
+43.45844,+1.57168,1265854387
+43.45849,+1.57167,1265854447
+43.45845,+1.57175,1265854507
+43.45843,+1.57166,1265854567
+43.45842,+1.57180,1265854627
+43.45841,+1.57185,1265854687
+43.45844,+1.57167,1265854747
+43.45839,+1.57165,1265854807
+43.45845,+1.57164,1265854867
+43.45837,+1.57172,1265854927
+43.45839,+1.57169,1265854987
+43.45843,+1.57173,1265855047
+43.45840,+1.57190,1265855107
+43.45839,+1.57176,1265855167
+43.45840,+1.57178,1265855227
+43.45843,+1.57183,1265855287
+43.45845,+1.57187,1265855347
+43.45844,+1.57177,1265855407
+43.45847,+1.57180,1265855467
+43.45843,+1.57176,1265855527
+43.45841,+1.57181,1265855587
+43.45841,+1.57182,1265855647
+43.45844,+1.57182,1265855707
+43.45842,+1.57158,1265855767
+43.45845,+1.57150,1265855827
+43.45840,+1.57170,1265855887
+43.45850,+1.57175,1265855947
+43.45839,+1.57173,1265856007
+43.45837,+1.57165,1265856067
+43.45833,+1.57158,1265856127
+43.45846,+1.57177,1265856187
+43.45836,+1.57169,1265856247
+43.45835,+1.57210,1265856307
+43.45845,+1.57196,1265856367
+43.45848,+1.57177,1265856427
+43.45849,+1.57179,1265856487
+43.45839,+1.57188,1265856547
+43.45830,+1.57171,1265856607
+43.45840,+1.57165,1265856667
+43.45835,+1.57171,1265856727
+43.45842,+1.57154,1265856787
+43.45842,+1.57154,1265911301
+43.48376,+1.54520,1265911430
+43.48376,+1.54520,1265911543
+43.45822,+1.57232,1265915502
+43.45872,+1.57224,1265915563
+43.45848,+1.57197,1265915623
+43.45843,+1.57146,1265915803
+48.84517,+2.34534,1266439978
+43.46159,+1.56636,1266444186
+43.76481,+1.38063,1266716643
+43.76481,+1.38063,1266716643
+43.75957,+1.38518,1266716703
+43.74074,+1.39127,1266716763
+43.72157,+1.39972,1266716824
+43.70263,+1.40631,1266716884
+43.68377,+1.41305,1266716944
+43.66511,+1.42236,1266717004
+43.65666,+1.42681,1266717064
+43.64870,+1.43574,1266717124
+43.64699,+1.45685,1266717185
+43.64561,+1.45032,1266717244
+48.87020,+2.27246,1268239445
+48.86945,+2.27571,1268239520
+48.86992,+2.27393,1268239566
+48.86998,+2.27407,1268239626
+48.86997,+2.27397,1268292091
+48.86997,+2.27397,1268292097
+48.88598,+2.31279,1268293021
+48.88510,+2.31197,1268293133
+48.88670,+2.31369,1268293250
+48.88631,+2.31268,1268293310
+48.88557,+2.31198,1268293369
+48.88631,+2.31268,1268315741
+48.88640,+2.31286,1268343300
+48.88633,+2.31259,1268343351
+48.88644,+2.31263,1268343410
+48.88623,+2.31308,1268343470
+48.88625,+2.31314,1268343529
+48.88632,+2.31312,1268343588
+48.88602,+2.31346,1268343647
+48.88643,+2.31329,1268343707
+48.88636,+2.31334,1268343766
+48.88631,+2.31282,1268343831
+48.88637,+2.31308,1268343891
+48.88646,+2.31312,1268343951
+48.88624,+2.31329,1268344010
+48.88642,+2.31288,1268344070
+48.88631,+2.31292,1268344129
+48.88641,+2.31286,1268344189
+48.88620,+2.31297,1268344248
+48.88629,+2.31324,1268344308
+48.88636,+2.31315,1268344366
+48.88640,+2.31310,1268384391
+48.83209,+2.31409,1269956509
+48.84578,+2.26708,1269957663
+48.84250,+2.32134,1269978717
+48.84108,+2.32067,1269978887
+48.84132,+2.32127,1269978947
+48.84027,+2.32165,1269979006
+48.83926,+2.32105,1269979066
+48.83833,+2.32059,1269979126
+48.83749,+2.31975,1269979186
+48.83753,+2.31883,1269979246
+48.83614,+2.31891,1269979306
+48.83539,+2.31791,1269979366
+48.83546,+2.31713,1269979426
+48.83475,+2.31744,1269979495
+48.83380,+2.31776,1269979555
+48.83350,+2.31678,1269979615
+48.83319,+2.31586,1269979675
+48.83303,+2.31615,1269980154
+48.83619,+2.32504,1269980460
+48.83209,+2.31409,1269980642
+48.83619,+2.32504,1269984727
+48.83209,+2.31409,1269984967
+48.83619,+2.32504,1269985086
+48.83209,+2.31409,1269985266
+48.83209,+2.31409,1269985625
+48.83209,+2.31409,1269985924
+48.83619,+2.32504,1269986163
+48.83619,+2.32504,1269986403
+48.83619,+2.32504,1269987367
+48.83619,+2.32504,1269987846
+48.83619,+2.32504,1269987965
+48.83619,+2.32504,1269988322
+48.83619,+2.32504,1269990368
+48.83619,+2.32504,1269990667
+48.83619,+2.32504,1269992049
+48.83619,+2.32504,1270043595
+48.83619,+2.32504,1270043604
+48.83670,+2.26693,1270043675
+48.83670,+2.26693,1270043731
+48.84716,+2.26453,1270052974
+48.83670,+2.26693,1270053031
+48.84497,+2.26397,1270053229
+48.84716,+2.26453,1270053301
+48.84716,+2.26453,1270053357
+48.83670,+2.26693,1270053396
+48.84497,+2.26397,1270053469
+48.84636,+2.26432,1270053511
+48.84636,+2.26432,1270053581
+48.84497,+2.26397,1270053894
+48.84497,+2.26397,1270053962
+48.84497,+2.26397,1270054073
+48.84497,+2.26397,1270054123
+48.84497,+2.26397,1270054186
+48.84807,+2.26223,1270054252
+48.84497,+2.26397,1270054333
+48.84497,+2.26397,1270054361
+48.84497,+2.26397,1270054423
+48.84497,+2.26397,1270054480
+48.84497,+2.26397,1270054543
+48.84497,+2.26397,1270054601
+48.84497,+2.26397,1270054664
+48.83240,+2.31698,1270070533
+48.83206,+2.31691,1270070558
+48.83206,+2.31691,1270070672
+48.83206,+2.31691,1270070799
+48.83206,+2.31691,1270070856
+48.83206,+2.31691,1270070915
+48.83206,+2.31691,1270071038
+48.83206,+2.31691,1270071697
+48.83206,+2.31691,1270071759
+48.83206,+2.31691,1270071813
+48.83206,+2.31691,1270071881
+48.83206,+2.31691,1270071939
+48.83206,+2.31691,1270071998
+48.83206,+2.31691,1270072057
+48.83206,+2.31691,1270072242
+48.83247,+2.31605,1270072294
+48.83206,+2.31691,1270072356
+48.83206,+2.31691,1270072417
+48.83206,+2.31691,1270072476
+48.83206,+2.31691,1270072542
+48.83206,+2.31691,1270072596
+48.83206,+2.31691,1270108238
+48.83979,+2.31605,1270108370
+48.84274,+2.31217,1270108491
+48.84761,+2.26558,1270560529
+43.56284,+1.48012,1270560658
+43.56285,+1.48011,1270560717
+43.56284,+1.48015,1270560777
+43.56286,+1.48012,1270560838
+43.56286,+1.48008,1270560897
+43.56286,+1.48009,1270560957
+43.56279,+1.48001,1270561016
+43.56281,+1.48008,1270561076
+43.56281,+1.48008,1270561136
+43.56283,+1.48009,1270561196
+43.56285,+1.48008,1270561256
+43.56279,+1.48014,1270561316
+43.56279,+1.48009,1270561376
+43.56288,+1.48010,1270561436
+43.56283,+1.48005,1270561496
+43.56278,+1.48000,1270561556
+43.56280,+1.48009,1270561616
+43.56280,+1.48010,1270561676
+43.56293,+1.48009,1270561736
+43.56289,+1.48009,1270561796
+43.56287,+1.48025,1270561856
+43.56285,+1.48010,1270561916
+43.56285,+1.48010,1270561976
+43.56299,+1.48008,1270562036
+43.56291,+1.48006,1270562096
+43.56281,+1.48004,1270562156
+43.56286,+1.48010,1270562216
+43.56287,+1.48007,1270562276
+43.56287,+1.48008,1270562336
+43.56286,+1.48010,1270562396
+43.56282,+1.48004,1270562456
+43.56295,+1.48047,1270562516
+43.56288,+1.48032,1270562576
+43.56283,+1.48015,1270562639
+43.56288,+1.48000,1270562699
+43.56280,+1.48001,1270562759
+43.56284,+1.48007,1270562819
+43.56289,+1.48028,1270562879
+43.56292,+1.48012,1270562939
+43.56289,+1.48010,1270562999
+43.56183,+1.46927,1270563059
+43.56183,+1.46927,1270563173
+43.56183,+1.46927,1270563298
+43.56183,+1.46927,1270563413
+43.56183,+1.46927,1270563537
+43.56183,+1.46927,1270563653
+43.56183,+1.46927,1270563780
+43.56183,+1.46927,1270563893
+43.55662,+1.47000,1270564018
+43.55662,+1.47000,1270564133
+43.56118,+1.47795,1274287890
+43.56210,+1.47741,1274288434
+43.46110,+1.57173,1274289770
+43.46110,+1.57173,1274291501
+43.46090,+1.57165,1274291620
+43.46090,+1.57165,1274291739
+43.45833,+1.57132,1274292971
+43.45830,+1.57198,1274293031
+43.45853,+1.57169,1274293091
+43.45851,+1.57153,1274293150
+43.46090,+1.57165,1274293192
+43.46090,+1.57165,1274295167
+43.45835,+1.57180,1274296188
+43.45832,+1.57201,1274296366
+43.45770,+1.57174,1274296549
+43.46090,+1.57165,1274296628
+43.46090,+1.57165,1274296842
+43.46090,+1.57165,1274296959
+43.45936,+1.56319,1274297875
+43.45850,+1.57186,1274298955
+43.45936,+1.56319,1274299917
+43.45850,+1.57186,1274301407
+43.45850,+1.57186,1274301708
+43.45850,+1.57186,1274301823
+43.45850,+1.57186,1274302126
+43.45850,+1.57186,1274302427
+43.45850,+1.57186,1274302546
+43.45850,+1.57186,1274302782
+43.45850,+1.57186,1274302902
+43.45850,+1.57186,1274303141
+43.45936,+1.56319,1274303275
+43.45850,+1.57186,1274303385
+43.45936,+1.56319,1274303597
+43.45850,+1.57186,1274303688
+43.45850,+1.57186,1274303807
+43.45850,+1.57186,1274304109
+43.45850,+1.57186,1274304406
+43.45850,+1.57186,1274304527
+43.45850,+1.57186,1274304644
+43.45850,+1.57186,1274304764
+43.45850,+1.57186,1274305011
+43.38885,+1.61170,1274305240
+43.45850,+1.57186,1274305319
+43.45936,+1.56319,1274305612
+43.45936,+1.56319,1274305791
+43.45936,+1.56319,1274305911
+43.45936,+1.56319,1274306269
+43.45936,+1.56319,1274306392
+43.45936,+1.56319,1274306509
+43.45936,+1.56319,1274306688
+43.45936,+1.56319,1274306931
+43.45936,+1.56319,1274307050
+43.45850,+1.57186,1274307165
+43.45850,+1.57186,1274307289
+43.45850,+1.57186,1274307404
+43.45850,+1.57186,1274307526
+43.45936,+1.56319,1274307649
+43.45850,+1.57186,1274307828
+43.45936,+1.56319,1274307945
+43.45873,+1.57170,1274308112
+43.45852,+1.57172,1274308172
+43.45842,+1.57194,1274308231
+43.45936,+1.56319,1274308305
+43.45936,+1.56319,1274308484
+43.45936,+1.56319,1274308616
+43.45936,+1.56319,1274308732
+43.45885,+1.57187,1274309195
+43.45833,+1.57191,1274309255
+43.45830,+1.57186,1274309318
+43.45880,+1.57166,1274309375
+43.45799,+1.57167,1274309495
+43.45829,+1.57184,1274309556
+43.45843,+1.57159,1274309616
+43.45836,+1.57166,1274309682
+43.45832,+1.57167,1274309736
+43.45837,+1.57183,1274309796
+43.45842,+1.57182,1274309856
+43.45837,+1.57168,1274309916
+43.45839,+1.57191,1274310167
+43.45850,+1.57186,1274310227
+43.45850,+1.57186,1274310408
+43.45850,+1.57186,1274310529
+43.45850,+1.57186,1274311190
+43.45850,+1.57186,1274311307
+43.45850,+1.57186,1274311666
+43.45850,+1.57186,1274311848
+43.45850,+1.57186,1274311966
+43.45850,+1.57186,1274312097
+43.45850,+1.57186,1274312207
+43.45850,+1.57186,1274312326
+43.45850,+1.57186,1274312627
+43.45850,+1.57186,1274312924
+43.45850,+1.57186,1274313045
+43.45850,+1.57186,1274313224
+43.45850,+1.57186,1274313525
+43.45850,+1.57186,1274313641
+43.45850,+1.57186,1274313772
+43.45850,+1.57186,1274313880
+43.45850,+1.57186,1274314366
+43.45850,+1.57186,1274314544
+43.45850,+1.57186,1274314845
+43.45850,+1.57186,1274315565
+43.45850,+1.57186,1274315683
+43.45850,+1.57186,1274316046
+43.41553,+1.62286,1274316339
+43.45850,+1.57186,1274316403
+43.45850,+1.57186,1274316822
+43.45850,+1.57186,1274317303
+43.45815,+1.57318,1274319277
+43.45850,+1.57186,1274321688
+43.46090,+1.57165,1274343054
+43.48599,+1.54623,1274343167
+43.50789,+1.51618,1274343287
+43.50469,+1.51611,1274343411
+43.51700,+1.52150,1274343526
+43.54599,+1.50106,1274343646
+43.54599,+1.50106,1274343766
+43.54140,+1.50665,1274343884
+43.54140,+1.50665,1274344003
+43.55270,+1.49098,1274344125
+43.56230,+1.48787,1274344245
+43.57030,+1.47435,1274344363
+43.56340,+1.47638,1274344522
+43.56289,+1.47676,1274347425
+43.56269,+1.47659,1274347664
+43.56320,+1.47615,1274349644
+43.56320,+1.47615,1274349772
+43.56320,+1.47615,1274349888
+43.55930,+1.47828,1274350008
+43.55930,+1.47828,1274350128
+43.55930,+1.47828,1274350248
+43.56240,+1.47740,1274350431
+48.72180,+2.35920,1274798042
+48.72789,+2.35969,1274869023
+45.89620,+6.15136,1274869153
+45.89620,+6.15136,1274869332
+45.89620,+6.15136,1274869515
+45.89620,+6.15136,1274869632
+45.89698,+6.13951,1274869816
+45.89698,+6.13951,1274872446
+45.90408,+6.14633,1274872762
+45.88952,+6.13718,1274873773
+45.88961,+6.13716,1274874249
+45.88944,+6.13732,1274874308
+45.88943,+6.13731,1274874374
+45.88965,+6.13725,1274874499
+45.88936,+6.13758,1274874558
+45.88941,+6.13739,1274874617
+45.88937,+6.13741,1274874677
+45.88948,+6.13764,1274874736
+45.88957,+6.13731,1274874861
+45.91154,+6.14764,1274874996
+45.88570,+6.14142,1274878473
+45.89979,+6.14775,1274878774
+45.89979,+6.14775,1274879071
+45.89979,+6.14775,1274879371
+45.89979,+6.14775,1274879730
+45.89979,+6.14775,1274879850
+45.89979,+6.14775,1274880149
+45.89620,+6.15136,1274880333
+45.89979,+6.14775,1274880513
+45.89979,+6.14775,1274880752
+45.89979,+6.14775,1274880872
+45.89979,+6.14775,1274880991
+45.89979,+6.14775,1274881111
+45.89979,+6.14775,1274881231
+45.89979,+6.14775,1274881350
+45.89979,+6.14775,1274881469
+45.89620,+6.15136,1274881589
+45.89979,+6.14775,1274881709
+45.89979,+6.14775,1274881829
+45.89979,+6.14775,1274882790
+45.89979,+6.14775,1274882910
+45.89979,+6.14775,1274883029
+45.88941,+6.13736,1274883629
+45.88952,+6.13737,1274883689
+45.88924,+6.13711,1274883747
+45.88899,+6.13825,1274884884
+45.88945,+6.13743,1274884945
+45.88914,+6.13724,1274885004
+45.88924,+6.13729,1274885071
+45.88930,+6.13733,1274885124
+45.88949,+6.13721,1274885184
+45.88953,+6.13721,1274885543
+45.89620,+6.15136,1274885734
+45.89620,+6.15136,1274887349
+45.89620,+6.15136,1274887834
+45.89620,+6.15136,1274888675
+45.89620,+6.15136,1274888853
+45.88968,+6.13702,1274889328
+45.88954,+6.13698,1274889393
+45.88981,+6.13692,1274889448
+45.88952,+6.13733,1274889508
+45.88951,+6.13730,1274889568
+45.88940,+6.13728,1274889626
+45.88929,+6.13721,1274889687
+45.88934,+6.13765,1274889746
+45.88914,+6.13758,1274889806
+45.88972,+6.13736,1274889864
+45.88926,+6.13742,1274889924
+45.88932,+6.13714,1274889984
+45.88932,+6.13726,1274890052
+45.88938,+6.13733,1274890103
+45.88941,+6.13724,1274890165
+45.88933,+6.13745,1274890223
+45.88937,+6.13737,1274890284
+45.88935,+6.13741,1274890347
+45.88928,+6.13760,1274890403
+45.88937,+6.13752,1274890462
+45.88938,+6.13718,1274890527
+45.88966,+6.13763,1274890582
+45.88951,+6.13723,1274890641
+45.88941,+6.13745,1274890701
+45.88953,+6.13752,1274890764
+45.88960,+6.13730,1274890819
+45.88926,+6.13757,1274890879
+45.88943,+6.13741,1274890938
+45.88952,+6.13736,1274891013
+45.88952,+6.13723,1274891068
+45.88952,+6.13727,1274891127
+45.88965,+6.13706,1274891188
+45.88948,+6.13705,1274891248
+45.88956,+6.13735,1274891307
+45.88948,+6.13733,1274891378
+45.88950,+6.13732,1274891428
+45.88953,+6.13737,1274891487
+45.88961,+6.13738,1274891558
+45.88928,+6.13726,1274891615
+45.88950,+6.13727,1274891668
+45.88942,+6.13725,1274891729
+45.88941,+6.13765,1274891794
+45.88886,+6.13697,1274891849
+45.88944,+6.13740,1274891915
+45.88934,+6.13722,1274891968
+45.88938,+6.13738,1274892028
+45.88907,+6.13730,1274892088
+45.88949,+6.13739,1274892148
+45.88957,+6.13767,1274892208
+45.88924,+6.13707,1274892267
+45.88946,+6.13726,1274892328
+45.88951,+6.13731,1274892388
+45.88914,+6.13710,1274892448
+45.88952,+6.13742,1274892509
+45.88938,+6.13732,1274892573
+45.88963,+6.13725,1274892628
+45.88952,+6.13725,1274892688
+45.88937,+6.13715,1274892747
+45.88952,+6.13736,1274892808
+45.88948,+6.13727,1274892869
+45.88930,+6.13724,1274892928
+45.88933,+6.13724,1274892987
+45.88950,+6.13732,1274893048
+45.88943,+6.13725,1274893112
+45.88944,+6.13741,1274893168
+45.88934,+6.13737,1274893228
+45.88956,+6.13723,1274893288
+45.88946,+6.13733,1274893354
+45.88928,+6.13746,1274893408
+45.88910,+6.13752,1274893773
+45.88899,+6.13770,1274893832
+45.89620,+6.15136,1274895811
+45.89620,+6.15136,1274897491
+45.89620,+6.15136,1274897671
+45.89620,+6.15136,1274898272
+45.88921,+6.13709,1274898502
+45.88938,+6.13728,1274898563
+45.88930,+6.13734,1274898623
+45.88927,+6.13724,1274898683
+45.88938,+6.13743,1274898743
+45.88906,+6.13746,1274898803
+45.88930,+6.13748,1274898923
+45.88931,+6.13738,1274898983
+45.88953,+6.13753,1274899043
+45.88929,+6.13745,1274899103
+45.88945,+6.13735,1274899163
+45.88920,+6.13729,1274899223
+45.88948,+6.13728,1274899283
+45.88935,+6.13722,1274899343
+45.88945,+6.13716,1274899403
+45.88931,+6.13737,1274899463
+45.88948,+6.13724,1274899523
+45.88954,+6.13734,1274899583
+45.88926,+6.13709,1274899643
+45.88916,+6.13715,1274899703
+45.88936,+6.13726,1274899763
+45.88952,+6.13734,1274899823
+45.88940,+6.13723,1274899883
+45.88946,+6.13722,1274899943
+45.88951,+6.13722,1274900004
+45.88570,+6.14142,1274904150
+45.88570,+6.14142,1274904748
+45.88965,+6.13713,1274905832
+45.88958,+6.13715,1274905891
+45.88956,+6.13721,1274905951
+45.88955,+6.13729,1274906010
+45.88955,+6.13746,1274906070
+45.88950,+6.13731,1274906132
+45.88943,+6.13727,1274906188
+45.88944,+6.13703,1274906248
+45.88954,+6.13708,1274906308
+45.88958,+6.13739,1274906382
+45.88958,+6.13706,1274906427
+45.88958,+6.13724,1274906487
+45.88962,+6.13738,1274906547
+45.88972,+6.13717,1274906606
+45.88960,+6.13716,1274906666
+45.88946,+6.13733,1274906726
+45.88963,+6.13714,1274906786
+45.88954,+6.13720,1274906845
+45.88929,+6.13727,1274906908
+45.88953,+6.13729,1274906964
+45.88960,+6.13730,1274907025
+45.88954,+6.13733,1274907083
+45.88949,+6.13727,1274907143
+45.88977,+6.13715,1274907212
+45.88954,+6.13720,1274907284
+45.88961,+6.13730,1274907335
+45.88965,+6.13697,1274907391
+45.88966,+6.13697,1274907451
+45.89657,+6.8650,1274975636
+45.89657,+6.8650,1274979214
+43.63060,+1.37284,1274979346
+43.62302,+1.37399,1274979483
+43.63298,+1.37897,1274979537
+43.63124,+1.38177,1274979832
+43.62475,+1.38822,1274979887
+43.60915,+1.38737,1274980001
+43.60480,+1.39794,1274980060
+43.59974,+1.39747,1274980120
+43.59066,+1.39923,1274980179
+43.58119,+1.40507,1274980240
+43.57243,+1.41070,1274980298
+43.56948,+1.42443,1274980358
+43.57148,+1.43563,1274980417
+43.57398,+1.44908,1274980477
+43.57416,+1.46739,1274980538
+43.56622,+1.48319,1274980597
+43.55488,+1.49454,1274980657
+43.54442,+1.50364,1274980718
+43.53854,+1.51000,1274980777
+43.53093,+1.51895,1274980837
+43.52156,+1.52665,1274980896
+43.51662,+1.53847,1274980955
+43.51662,+1.54767,1274981015
+43.50993,+1.55484,1274981075
+43.50302,+1.55803,1274981133
+43.49152,+1.56506,1274981193
+43.48518,+1.57006,1274981262
+43.47313,+1.57416,1274981322
+43.46352,+1.56860,1274981382
+43.45887,+1.56994,1274981442
+43.45836,+1.57152,1274981502
+43.45838,+1.57168,1274981562
+43.47170,+1.56366,1274981640
+43.47170,+1.56366,1274981750
+43.45839,+1.57180,1274981861
+43.45843,+1.57187,1274981922
+43.45839,+1.57176,1274981980
+43.45838,+1.57179,1274982040
+43.45838,+1.57167,1274982106
+43.45838,+1.57179,1274982160
+43.45531,+1.55688,1274982219
+43.45837,+1.57177,1274982341
+43.45836,+1.57177,1274982401
+43.45837,+1.57176,1274982460
+43.45840,+1.57181,1274982520
+43.45859,+1.57173,1274982578
+43.45852,+1.57209,1274982695
+43.45852,+1.57192,1274982755
+43.45850,+1.57190,1274982815
+43.45843,+1.57175,1274982875
+43.45836,+1.57162,1274982935
+43.45838,+1.57169,1274982995
+43.45834,+1.57173,1274983120
+43.45837,+1.57166,1274983180
+43.46090,+1.57165,1274983243
+43.45882,+1.57319,1274983373
+43.47170,+1.56366,1274983431
+43.46090,+1.57165,1274984445
+43.45819,+1.57150,1274984562
+43.45819,+1.57150,1274984687
+43.45819,+1.57150,1274984804
+43.45900,+1.57068,1274984984
+43.45859,+1.57173,1274985104
+43.45859,+1.57173,1274985223
+43.45859,+1.57173,1274985344
+43.45859,+1.57173,1274985584
+43.45859,+1.57173,1274985704
+43.45859,+1.57173,1274985948
+43.45835,+1.57180,1274986068
+43.45835,+1.57172,1274986128
+43.45859,+1.57173,1274986187
+43.45859,+1.57173,1274986307
+43.45839,+1.57177,1274986428
+43.45859,+1.57173,1274986487
+43.45859,+1.57173,1274986606
+43.45859,+1.57173,1274986731
+43.45859,+1.57173,1274986845
+43.45859,+1.57173,1274986971
+43.45859,+1.57173,1274987093
+43.45859,+1.57173,1274987207
+43.45859,+1.57173,1274987328
+43.45882,+1.57169,1274987449
+43.45849,+1.57172,1274987508
+43.45859,+1.57173,1274987567
+43.45859,+1.57173,1274987689
+43.45859,+1.57173,1274987809
+43.45859,+1.57173,1274987930
+43.45859,+1.57173,1274988047
+43.45859,+1.57173,1274988168
+43.45859,+1.57173,1274988346
+43.45936,+1.56319,1274988475
+43.45859,+1.57173,1274988588
+43.45859,+1.57173,1274988774
+43.45859,+1.57173,1274988889
+43.45859,+1.57173,1274989014
+43.45827,+1.57170,1274989139
+43.45859,+1.57173,1274989187
+43.45859,+1.57173,1274989307
+43.45859,+1.57173,1274989428
+43.45859,+1.57173,1274989553
+43.45859,+1.57173,1274989669
+43.45936,+1.56319,1274989797
+43.45859,+1.57173,1274989908
+43.45859,+1.57173,1274990028
+43.45859,+1.57173,1274990209
+43.45859,+1.57173,1274990328
+43.45838,+1.57180,1274990688
+43.45859,+1.57173,1274990747
+43.45859,+1.57173,1274990870
+43.45859,+1.57173,1274990988
+43.45859,+1.57173,1274991117
+43.45859,+1.57173,1274991230
+43.45859,+1.57173,1274991348
+43.45936,+1.56319,1274991476
+43.45859,+1.57173,1274991590
+43.45859,+1.57173,1274991711
+43.45847,+1.57158,1274991833
+43.45859,+1.57173,1274991889
+43.45859,+1.57173,1274992009
+43.45792,+1.57164,1274992139
+43.45851,+1.57167,1274992198
+43.45839,+1.57168,1274992258
+43.45859,+1.57173,1274992307
+43.47170,+1.56366,1274992493
+43.45859,+1.57173,1274992609
+43.45859,+1.57173,1274992725
+43.45859,+1.57173,1274992844
+43.45859,+1.57173,1274993025
+43.46090,+1.57165,1274993205
+43.47170,+1.56366,1274993513
+43.46090,+1.57165,1274993807
+43.45823,+1.57226,1274993978
+43.45851,+1.57185,1274994038
+43.45907,+1.57126,1274994098
+43.45904,+1.57136,1274994158
+43.45839,+1.57208,1274994218
+43.46090,+1.57165,1274994284
+43.46090,+1.57165,1274994404
+43.47170,+1.56366,1274994532
+43.46090,+1.57165,1274994644
+43.46090,+1.57165,1274994765
+43.46090,+1.57165,1274994884
+43.46090,+1.57165,1274995004
+43.46090,+1.57165,1274995124
+43.46090,+1.57165,1274995245
+43.46090,+1.57165,1274995364
+43.46090,+1.57165,1274995487
+43.45854,+1.57121,1274995658
+43.45833,+1.57126,1274995719
+43.45834,+1.57151,1274995779
+43.45859,+1.57172,1274995839
+43.45850,+1.57182,1274995899
+43.45841,+1.57168,1274995959
+43.45838,+1.57153,1274996019
+43.45824,+1.57177,1274996079
+43.45849,+1.57174,1274996139
+43.45855,+1.57170,1274996199
+43.45856,+1.57167,1274996259
+43.45836,+1.57185,1274996384
+43.46090,+1.57165,1274996445
+43.45845,+1.57184,1274996575
+43.46090,+1.57165,1274996626
+43.46090,+1.57165,1274996745
+43.45820,+1.57169,1274996923
+43.45807,+1.57204,1274996983
+43.46090,+1.57165,1274997045
+43.46090,+1.57165,1274997286
+43.45859,+1.57173,1274997646
+43.46090,+1.57165,1274998305
+43.46090,+1.57165,1274999027
+43.46090,+1.57165,1274999145
+43.46090,+1.57165,1274999446
+43.45859,+1.57173,1274999565
+43.45859,+1.57173,1274999685
+43.45859,+1.57173,1274999806
